name,age,height_cm,weight_kg,overall,value_eur,preferred_foot,team_position,shooting,passing,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_sprint_speed,movement_reactions,power_jumping,power_stamina,power_strength
J. Quiñones,23,177,78,71,3500000,Right,RM,69,60,25,58,74,67,71,59,42,71,88,66,71,64,76
A. Traoré,31,174,71,73,3500000,Left,RM,69,71,47,66,68,68,75,72,74,74,82,67,83,68,70
B. Samudio,24,180,79,72,4100000,Right,RM,69,63,38,59,72,72,75,47,43,75,77,68,73,79,65
M. Faraoni,28,180,71,74,5500000,Right,RM,69,73,70,75,61,65,74,73,68,75,73,70,71,84,67
Gustavo Sauer,27,181,77,74,6000000,Left,RM,69,70,41,73,67,48,78,75,70,79,67,73,64,82,66
Embarba,28,173,66,75,6500000,Right,RM,69,73,47,70,71,45,75,62,65,72,80,74,60,80,62
D. Türüç,27,177,72,75,7000000,Left,RM,69,78,56,78,62,42,75,82,79,75,74,73,58,78,69
J. Lolley,27,178,72,75,7000000,Left,RM,69,69,49,74,66,47,79,71,69,75,82,72,57,82,48
M. Cafaro,23,178,74,74,7500000,Right,RM,69,72,44,74,66,47,77,71,75,76,74,71,59,70,55
Carles Gil,27,170,66,76,8000000,Left,RM,69,78,39,76,72,34,77,76,65,78,65,73,60,83,57
Otávio,25,172,71,80,18500000,Right,RM,69,78,55,79,68,56,86,80,72,85,74,81,45,74,58
B. Pitman,32,183,70,65,425000,Right,RS,69,60,29,57,70,72,59,67,67,63,47,61,57,51,73
Rodri,30,175,74,68,875000,Right,RS,69,55,22,56,69,63,68,61,44,70,77,64,87,56,68
H. Okuno,30,171,68,69,1000000,Right,RS,69,68,37,64,68,57,70,69,58,70,69,67,71,95,62
K. Sigþórsson,30,187,87,69,1000000,Right,RS,69,58,39,46,70,74,64,51,52,66,63,71,69,47,85
R. Ramírez,30,171,70,70,1700000,Right,RS,69,61,37,55,71,62,71,59,63,70,80,69,79,70,68
S. Doi,28,172,63,70,1800000,Right,RS,69,67,46,66,69,53,72,68,50,70,72,68,68,71,48
Cristian Lodeira,28,172,66,70,1800000,Right,RS,69,58,29,66,70,65,75,40,65,72,78,77,70,65,49
Ademilson,26,176,74,70,2200000,Right,RS,69,62,31,57,70,63,69,63,49,69,93,67,91,80,71
J. Henry,31,182,77,69,925000,Right,RW,69,68,45,72,66,49,69,72,74,70,70,63,50,79,63
F. Bartels,33,176,69,73,2400000,Right,RW,69,72,44,72,70,43,80,76,56,78,64,74,70,34,50
T. Lorch,26,166,60,72,3300000,Right,RW,69,69,46,73,75,52,71,59,62,73,76,68,69,59,47
B. Jatta,22,184,79,71,3500000,Right,RW,69,64,35,69,70,55,73,57,49,64,90,64,61,84,78
A. González,26,169,70,72,3700000,Right,RW,69,64,48,66,71,46,74,51,38,70,84,71,58,73,63
J. Pérez,29,178,72,73,3900000,Right,RW,69,66,38,65,69,57,75,69,69,75,85,71,74,74,68
D. Man,21,183,82,73,6000000,Left,RW,69,68,43,70,72,68,72,64,66,74,88,68,66,81,66
Y. Karamoh,21,185,77,75,9500000,Right,RW,69,69,31,67,68,65,82,67,44,79,77,70,67,69,60
Guilson Paiva,24,173,72,78,11500000,Right,RW,69,75,42,75,69,34,81,67,72,77,78,77,50,69,72
A. Nemec,34,192,90,67,400000,Left,ST,69,46,30,42,70,76,64,50,43,71,52,63,69,64,86
Eric,34,176,85,69,525000,Left,ST,69,72,38,72,69,50,71,74,72,74,52,63,54,47,63
M. Cauteruccio,33,180,76,68,575000,Right,ST,69,61,36,55,67,69,68,70,69,69,68,66,81,64,74
T. Boyd,29,188,82,66,650000,Right,ST,69,43,28,30,69,73,56,42,34,62,47,60,74,57,84
P. Velázquez,33,191,86,69,650000,Left,ST,69,52,30,32,68,78,65,55,54,68,64,70,64,61,85
G. Molins,31,186,83,67,675000,Right,ST,69,64,44,63,69,56,69,65,60,68,52,67,33,66,87
F. Mercado,30,174,74,67,725000,Left,ST,69,50,22,34,72,64,69,35,66,68,69,60,70,57,68
S. Çikalleshi,29,185,80,67,750000,Right,ST,69,55,32,57,67,73,62,56,47,63,68,64,53,69,78
M. te Vrede,28,191,87,67,800000,Right,ST,69,45,30,28,71,80,49,33,26,66,45,66,72,71,86
D. Islamović,26,190,87,66,825000,Left,ST,69,57,29,41,66,57,60,64,58,64,60,66,65,71,85
Álvaro Vázquez,29,182,79,68,900000,Right,ST,69,60,41,59,70,63,67,63,54,68,73,65,72,68,74
M. Ishak,27,184,80,68,1000000,Right,ST,69,56,38,57,71,71,62,38,31,65,74,61,81,69,81
S. Buș,27,185,82,68,1000000,Right,ST,69,53,43,48,69,69,60,44,61,63,70,65,75,67,78
N. Stojiljković,27,185,79,69,1100000,Right,ST,69,58,36,56,69,74,65,54,35,66,67,67,76,69,71
M. de Leeuw,33,178,67,70,1100000,Right,ST,69,61,58,52,68,83,67,52,57,73,52,71,84,75,65
E. Kara,24,192,89,68,1200000,Right,ST,69,47,28,32,70,74,53,61,53,63,68,64,65,56,91
Alex Alegría,27,191,84,69,1200000,Right,ST,69,56,33,48,69,73,68,66,28,74,52,68,72,65,81
J. Marriott,25,173,71,69,1300000,Right,ST,69,51,26,41,73,61,62,48,33,66,80,68,79,77,66
Juan Villar,32,182,72,70,1400000,Right,ST,69,66,40,67,69,62,70,77,73,68,91,70,88,71,70
J. Serra,22,193,87,69,1700000,Left,ST,69,47,37,41,71,73,57,43,28,64,79,62,64,68,87
Y. Gomis,28,180,76,70,1800000,Right,ST,69,52,31,57,68,67,69,52,38,71,81,61,51,75,77
Leandro Pereira,28,190,76,70,1800000,Right,ST,69,56,40,44,72,73,68,46,39,72,65,66,74,66,78
S. Mugoša,28,188,81,70,1800000,Right,ST,69,48,24,32,73,72,68,45,49,72,71,69,64,75,78
S. Polter,29,192,94,70,1800000,Right,ST,69,50,28,50,72,73,60,44,41,63,77,71,73,73,91
Lucas João,26,192,80,70,2100000,Right,ST,69,54,26,47,70,70,72,52,34,70,73,64,61,64,85
A. Fletcher,24,188,78,70,2400000,Right,ST,69,44,29,23,71,74,68,44,23,65,77,68,71,65,74
I. Kiese Thelin,28,189,82,71,2400000,Right,ST,69,61,37,46,71,77,65,48,35,68,67,73,71,77,88
B. Koita,29,186,86,71,2400000,Right,ST,69,59,22,62,70,67,74,52,42,73,78,65,62,65,85
P. Bamford,26,185,71,71,2800000,Left,ST,69,63,34,58,70,67,68,66,59,74,73,69,64,81,72
M. Thiam,27,185,79,71,2800000,Right,ST,69,64,26,69,70,71,74,56,46,75,76,64,80,63,79
D. Pelkas,26,175,73,73,4800000,Right,ST,69,73,37,70,65,46,76,74,73,75,78,66,48,68,44
S. Nakamura,42,178,71,65,0,Left,SUB,69,74,36,80,63,28,66,87,90,68,29,63,33,34,69
Y. Kurtuluş,34,175,70,66,250000,Right,SUB,69,65,65,61,69,58,67,70,64,68,60,60,71,60,62
César Díaz,33,171,74,66,400000,Right,SUB,69,57,34,60,73,54,67,58,69,71,83,54,73,64,77
D. Graham,34,183,85,67,400000,Right,SUB,69,60,47,58,70,73,60,57,41,70,38,68,71,48,81
S. Ormeño,26,186,81,63,475000,Right,SUB,69,45,28,31,73,70,58,41,35,56,49,55,65,61,75
I. Parlak,33,181,74,67,475000,Right,SUB,69,64,27,67,71,68,62,44,53,65,67,68,71,69,65
C. Valencia,35,173,70,69,475000,Right,SUB,69,58,42,57,72,63,67,62,48,65,78,70,62,66,60
J. Mascia,26,188,77,64,550000,Right,SUB,69,49,35,38,70,66,63,71,55,62,53,61,69,61,66
K. Wolze,30,174,70,67,600000,Left,SUB,69,66,63,68,68,53,67,73,74,68,54,71,72,69,70
F. Bećiraj,32,188,82,67,600000,Right,SUB,69,53,31,52,68,70,68,49,32,66,68,64,65,64,75
N. Albarracín,27,182,72,65,625000,Left,SUB,69,60,44,56,71,46,66,67,48,69,69,67,54,34,54
Y. Touzghar,33,179,75,69,650000,Right,SUB,69,58,24,51,70,71,67,51,55,69,74,64,83,67,74
S. Ito,31,184,76,67,675000,Right,SUB,69,48,26,48,71,61,61,61,55,66,60,71,78,82,76
E. Quiñones,31,173,78,67,675000,Left,SUB,69,61,34,60,66,42,68,62,56,63,84,64,54,68,82
S. Nagasawa,31,192,82,67,675000,Right,SUB,69,49,29,42,69,65,66,55,42,68,49,62,30,53,89
B. Yıldız,24,178,74,65,725000,Left,SUB,69,59,30,61,69,57,68,60,54,65,71,49,60,57,65
Gustavo Pastinho,28,183,75,67,800000,Right,SUB,69,54,33,68,77,46,74,45,62,73,80,63,68,71,70
Y. Mutō,31,170,68,68,800000,Right,SUB,69,65,39,60,67,60,68,67,57,64,68,67,78,91,61
B. Mendoza,22,171,72,65,825000,Right,SUB,69,57,54,54,69,69,63,43,40,62,74,61,57,66,55
M. McNulty,27,178,70,67,825000,Right,SUB,69,53,32,46,70,64,61,62,59,65,73,68,75,75,60
Adrián Maideira,24,170,66,67,850000,Left,SUB,69,61,33,55,67,54,68,65,62,63,77,70,65,67,48
P. Joosten,24,177,72,66,875000,Right,SUB,69,63,35,70,63,52,69,76,73,71,80,65,57,69,58
B. Wood,27,180,79,67,900000,Right,SUB,69,57,27,62,70,65,67,67,62,67,75,61,81,65,73
D. Ward,29,180,72,68,900000,Left,SUB,69,62,35,62,68,66,67,60,63,65,68,65,88,68,70
D. Dwyer,29,175,79,68,900000,Left,SUB,69,51,29,52,68,65,66,74,62,65,73,69,81,75,66
G. Sunu,29,183,80,68,900000,Right,SUB,69,66,31,69,67,62,71,62,53,70,72,62,53,61,74
A. McGeady,34,177,71,70,900000,Right,SUB,69,70,44,70,65,60,74,75,72,74,71,68,57,50,59
W. Mendieta,31,179,77,69,925000,Right,SUB,69,69,31,69,69,40,71,61,59,71,62,69,48,60,64
M. Pektemek,31,182,72,69,950000,Right,SUB,69,65,53,67,70,74,72,69,61,70,73,70,83,68,64
B. Eleke,24,190,88,67,1000000,Right,SUB,69,51,44,47,70,70,59,53,35,71,68,59,75,71,83
Nono,29,170,70,69,1000000,Right,SUB,69,66,32,66,64,64,65,71,70,66,78,70,70,72,57
M. Eriksson,30,180,79,69,1000000,Left,SUB,69,71,51,67,68,57,66,72,68,67,52,74,65,86,79
Anderson Lopes,26,185,78,68,1100000,Left,SUB,69,60,30,58,70,57,67,60,53,67,89,64,66,77,78
A. Jóhannsson,29,184,70,69,1100000,Right,SUB,69,62,36,44,69,68,71,59,46,70,65,68,70,58,64
A. Trajkovski,27,180,78,69,1100000,Right,SUB,69,65,26,64,62,61,78,74,72,74,69,63,63,62,62
B. Johnsen,28,196,81,69,1100000,Right,SUB,69,52,48,44,71,76,63,49,41,65,76,64,64,72,85
L. Ulloa,33,186,88,70,1100000,Right,SUB,69,62,50,51,69,83,69,55,56,71,37,74,76,65,89
H. Cuypers,23,185,76,68,1200000,Right,SUB,69,60,26,59,72,68,63,45,49,64,74,60,69,65,64
S. Eduok,26,176,82,69,1200000,Left,SUB,69,63,30,66,69,58,72,60,52,69,79,65,60,70,71
Guilherme Schettine,24,180,76,68,1300000,Right,SUB,69,57,24,50,68,70,67,65,68,68,67,67,70,67,68
L. Gueye,22,178,74,68,1400000,Right,SUB,69,63,24,67,72,53,68,65,73,71,77,50,53,66,55
Anderson Oliveira,22,186,78,68,1400000,Left,SUB,69,57,27,58,70,62,65,64,56,69,75,67,62,75,72
P. Köpke,24,177,75,69,1400000,Right,SUB,69,60,35,65,70,67,69,59,46,70,74,66,78,66,65
E. López,25,179,77,69,1400000,Right,SUB,69,56,52,60,69,59,70,55,42,67,72,68,58,66,72
T. Elyounoussi,32,172,66,70,1400000,Right,SUB,69,66,47,68,68,67,74,68,65,72,76,66,78,84,53
J. Eggestein,22,183,75,69,1600000,Right,SUB,69,65,40,64,72,66,74,60,42,75,53,72,69,67,58
Aridai,31,172,64,70,1600000,Right,SUB,69,59,26,60,70,58,78,46,51,72,77,69,80,61,59
J. Morávek,30,180,77,70,1600000,Right,SUB,69,73,55,72,66,58,75,64,67,74,45,72,33,34,66
Jozabed,29,180,65,70,1700000,Right,SUB,69,69,57,61,70,64,69,71,57,71,54,71,63,62,67
L. Taylor,30,188,79,70,1700000,Right,SUB,69,56,38,53,76,57,69,48,67,71,82,69,39,67,81
M. Obafemi,19,169,71,69,1800000,Right,SUB,69,56,23,51,73,63,70,60,41,69,76,68,69,67,65
Marco Sangalli,28,179,66,70,1800000,Right,SUB,69,64,52,65,67,44,71,67,40,69,78,66,57,81,65
L. Díaz,28,182,80,70,1800000,Right,SUB,69,63,26,58,70,72,67,72,44,72,69,66,90,69,76
Adrián González,32,183,78,71,1800000,Left,SUB,69,70,70,72,68,69,71,80,69,73,65,78,71,81,71
A. Sagal,27,178,78,70,1900000,Left,SUB,69,63,50,67,72,67,67,56,37,68,75,63,73,86,77
Cafú,27,185,82,70,1900000,Right,SUB,69,63,66,55,63,69,68,54,46,70,69,63,63,85,82
S. Sessègnon,36,172,72,74,1900000,Right,SUB,69,74,62,76,70,70,80,73,69,75,76,71,71,71,72
K. Dolly,27,170,70,70,2000000,Left,SUB,69,70,36,73,66,23,73,70,68,72,73,63,65,59,44
H. Arter,30,176,70,71,2000000,Left,SUB,69,69,66,62,63,53,68,64,70,71,54,69,68,66,68
Fernandinho Silva,34,171,70,73,2000000,Left,SUB,69,66,51,68,65,47,78,75,66,73,83,70,81,68,58
Fábio Silva,17,185,75,69,2100000,Right,SUB,69,45,22,41,70,62,73,52,31,72,74,73,72,58,70
A. Lozano,27,185,74,70,2100000,Right,SUB,69,60,34,51,70,68,71,60,28,68,79,71,77,68,85
B. Assombalonga,27,178,78,70,2100000,Right,SUB,69,57,38,58,71,74,66,68,46,67,76,69,72,67,76
Borja Lasso,26,177,70,70,2200000,Right,SUB,69,70,39,70,69,60,74,63,64,70,65,65,58,64,67
Abel Ruiz,20,182,73,69,2300000,Right,SUB,69,54,37,36,71,64,72,41,48,69,73,69,60,66,73
N. Ibáñez,25,178,76,70,2300000,Right,SUB,69,55,33,39,72,75,65,58,41,66,73,69,80,73,72
S. Mounié,25,190,80,70,2300000,Right,SUB,69,60,41,60,70,80,63,52,41,69,64,66,82,63,81
U. Bozok,23,178,75,70,2400000,Right,SUB,69,58,24,58,71,64,73,48,54,72,79,65,73,71,67
Leonardo,33,172,65,73,2400000,Left,SUB,69,71,24,75,66,45,72,76,75,75,81,67,81,63,70
F. Troyansky,23,178,77,70,2500000,Left,SUB,69,70,29,70,70,70,73,66,60,70,73,70,90,74,69
A. Connolly,20,173,77,70,2600000,Right,SUB,69,48,20,40,70,65,68,32,39,71,75,72,72,68,61
J. Bacuna,22,178,74,70,2700000,Right,SUB,69,70,65,71,65,61,74,68,64,73,69,67,75,73,74
J. Kuchta,23,184,80,70,2700000,Right,SUB,69,58,30,51,70,68,69,59,60,68,76,69,78,74,78
P. Žulj,27,185,80,71,2700000,Left,SUB,69,72,67,69,65,58,71,72,72,74,54,65,54,65,73
J. Durmaz,31,180,69,72,2700000,Left,SUB,69,73,32,74,66,22,75,76,76,75,68,70,51,56,57
P. Twumasi,26,176,67,71,2800000,Right,SUB,69,64,31,68,69,42,72,52,43,70,79,64,56,68,55
M. Kanno,25,191,71,71,2800000,Right,SUB,69,68,67,66,66,67,71,56,52,75,70,66,62,79,79
B. Omrani,26,187,92,71,2800000,Left,SUB,69,68,33,72,72,70,73,49,69,70,73,69,62,81,83
Eugeni,25,184,75,71,2900000,Right,SUB,69,73,57,70,70,56,74,73,75,76,67,68,53,71,72
S. Cárdenas,30,168,65,72,2900000,Left,SUB,69,71,42,71,66,41,73,74,74,73,79,67,88,76,42
N. Orsini,25,187,80,71,3000000,Right,SUB,69,56,31,45,69,71,65,43,33,71,88,63,75,59,82
E. Valencia,30,177,76,72,3000000,Right,SUB,69,65,37,67,66,69,72,70,63,72,87,72,91,76,76
R. Boženík,20,188,81,70,3100000,Right,SUB,69,60,32,54,73,65,66,53,45,70,78,69,62,75,75
M. Stępiński,25,183,72,71,3100000,Right,SUB,69,58,37,51,71,73,71,51,34,70,67,69,75,62,80
A. Reach,27,185,73,72,3300000,Left,SUB,69,70,62,74,65,57,73,66,42,74,78,71,77,84,75
D. Frieser,26,176,76,72,3300000,Right,SUB,69,68,44,69,71,62,73,66,61,72,74,73,69,80,68
A. Gaich,21,190,79,70,3500000,Right,SUB,69,55,29,48,75,72,67,47,41,69,69,64,71,68,79
J. Ramírez,27,174,68,72,3500000,Left,SUB,69,70,65,64,72,47,78,66,54,75,78,65,39,71,61
L. Ivanušec,21,175,76,71,3700000,Right,SUB,69,70,56,67,68,46,77,63,70,72,77,65,59,75,63
J. Martin,30,184,76,73,3700000,Right,SUB,69,74,66,70,65,57,73,71,67,76,63,71,62,61,69
Ivo Rodrigues,25,182,72,72,3800000,Right,SUB,69,67,39,69,66,48,78,72,64,74,74,64,87,69,60
L. Valencia,29,169,72,73,3900000,Right,SUB,69,71,29,65,65,24,74,67,73,72,81,68,47,66,73
R. Bezus,29,186,82,73,3900000,Right,SUB,69,75,46,71,65,68,73,75,75,76,65,69,63,56,70
Borja Valero,35,175,73,77,3900000,Right,SUB,69,84,66,78,67,60,82,78,76,86,38,79,66,53,60
E. Nketiah,21,175,72,71,4300000,Right,SUB,69,54,23,43,73,57,74,54,38,72,82,74,73,68,59
B. Celina,23,181,66,72,4400000,Right,SUB,69,70,25,66,68,43,75,69,74,74,74,67,47,64,60
A. Donis,23,178,77,72,4400000,Right,SUB,69,59,25,57,70,61,80,53,41,80,85,72,69,72,63
M. Bruno,26,178,73,73,4700000,Right,SUB,69,72,36,72,65,55,76,75,70,76,73,70,78,76,66
A. Limbombe,25,177,72,73,4800000,Right,SUB,69,67,53,79,67,36,77,79,69,75,84,68,79,66,57
J. Kurtić,31,186,88,74,4800000,Right,SUB,69,73,71,67,60,71,71,68,75,75,57,74,64,70,78
Puado,22,177,69,72,5000000,Right,SUB,69,60,29,48,73,68,75,47,38,73,78,74,70,69,68
I. Traoré,32,171,61,75,5000000,Left,SUB,69,73,44,75,64,44,84,85,74,78,65,74,71,55,39
D. Biseswar,32,176,79,75,5000000,Right,SUB,69,77,33,77,64,42,81,85,75,78,73,72,70,56,63
E. Elmas,20,184,74,72,5500000,Right,SUB,69,71,58,64,64,58,77,61,54,76,63,68,49,69,64
D. Lamkel Zé,23,193,79,73,5500000,Right,SUB,69,70,50,66,69,67,78,73,67,75,85,60,71,78,72
A. Knockaert,28,172,69,74,5500000,Left,SUB,69,72,48,75,68,56,77,75,71,80,69,72,69,69,57
Antunes,33,176,70,79,5500000,Left,SUB,69,77,76,81,56,74,75,82,80,81,73,75,61,77,65
J. Izquierdo,27,171,75,74,6000000,Right,SUB,69,67,38,72,64,60,80,75,34,77,79,69,63,54,52
P. Mantalos,28,176,73,75,6500000,Right,SUB,69,75,50,73,66,51,78,68,71,79,72,69,60,70,55
L. Quiñones,29,178,65,76,7500000,Left,SUB,69,69,35,71,69,51,78,69,40,73,93,74,58,65,61
A. Taarabt,31,185,75,77,7500000,Right,SUB,69,78,60,74,65,36,86,81,71,85,67,80,37,78,67
A. Mitriță,25,165,65,75,8500000,Right,SUB,69,68,26,63,69,31,76,73,74,76,82,77,33,67,54
P. Billing,24,197,80,75,9000000,Left,SUB,69,71,78,60,64,74,75,74,68,75,59,80,61,86,82
Bruma,25,173,70,76,9000000,Right,SUB,69,70,32,69,67,53,84,77,70,80,87,68,72,77,55
J. Lundstram,26,181,74,76,9000000,Right,SUB,69,70,71,52,72,63,69,71,54,75,64,78,58,84,66
A. Claude-Maurice,22,175,64,75,9500000,Right,SUB,69,68,44,62,69,45,80,69,59,78,86,70,61,80,64
C. Ejuke,22,174,72,75,9500000,Right,SUB,69,61,37,60,72,44,80,64,36,74,93,68,56,76,59
J. Hofmann,27,176,70,77,9500000,Right,SUB,69,76,49,78,69,40,77,69,71,79,72,76,61,85,60
M. Vargas,23,168,66,75,10500000,Right,SUB,69,71,42,72,68,45,78,70,68,77,86,71,60,88,65
Jony,28,179,71,78,10500000,Left,SUB,69,77,52,80,69,44,77,81,78,77,85,73,35,73,67
E. Buendía,23,172,65,77,12000000,Right,SUB,69,78,62,76,69,60,83,72,74,80,73,72,45,62,62
Melendo,22,167,63,78,14000000,Left,SUB,69,76,56,77,71,42,79,75,35,81,78,70,54,70,59
D. Kulusevski,20,186,75,77,14500000,Left,SUB,69,75,56,74,70,54,80,74,47,82,81,80,57,90,73
Vinícius Jr.,19,176,73,80,27500000,Right,SUB,69,71,29,71,68,50,88,77,62,85,95,75,75,79,62
M. Kovačić,26,176,80,83,31500000,Right,SUB,69,83,69,73,61,42,88,79,70,89,73,82,76,79,63
D. Nazarov,30,184,73,68,850000,Right,CAM,70,63,32,62,68,53,70,71,61,69,65,66,68,71,67
K. Musona,30,177,71,70,1700000,Right,CAM,70,64,31,61,70,64,72,67,66,70,75,67,78,66,69
A. Esaka,28,175,67,71,2400000,Right,CAM,70,68,53,65,72,69,70,67,62,68,80,69,81,69,61
M. Autret,29,179,64,72,3000000,Right,CAM,70,73,42,75,71,48,74,63,70,72,68,70,64,53,60
J. Błaszczykowski,34,175,67,75,3400000,Right,CAM,70,74,58,75,67,48,75,77,69,77,71,77,67,63,69
G. Chakvetadze,20,178,75,72,5500000,Right,CAM,70,70,34,69,67,39,76,76,59,75,75,64,70,58,63
V. Berisha,27,176,81,74,6000000,Right,CAM,70,71,58,63,66,42,77,72,66,78,67,74,79,84,71
G. Kakuta,29,173,64,75,6500000,Left,CAM,70,74,40,73,69,67,78,77,78,79,72,70,87,68,66
M. Eikrem,29,184,69,75,6500000,Right,CAM,70,78,44,77,69,41,73,81,72,75,65,77,32,61,44
Borja García,29,175,72,75,6500000,Right,CAM,70,73,58,69,71,53,74,67,54,75,77,70,74,67,68
Z. Bakaev,24,180,77,75,9000000,Left,CAM,70,71,32,67,72,46,81,69,65,70,86,74,49,66,62
R. Pizarro,26,175,71,76,9500000,Right,CAM,70,74,65,72,70,58,80,72,54,78,83,73,71,90,73
D. Kamada,23,180,72,76,10000000,Right,CAM,70,73,36,74,71,53,84,73,68,80,69,72,68,70,59
T. Savanier,28,172,69,78,10500000,Right,CAM,70,81,67,78,66,41,76,78,78,80,65,75,39,78,61
O. Yokuşlu,26,190,79,77,10500000,Right,CDM,70,72,75,67,65,78,73,72,65,76,69,72,69,87,85
P. Gerkens,25,179,67,70,2200000,Right,CM,70,68,64,69,73,77,66,57,50,70,58,74,52,76,58
G. Fernández,28,178,75,74,5500000,Right,CM,70,75,65,73,66,47,78,75,75,76,69,76,65,78,70
M. Hinteregger,27,186,82,80,15500000,Left,LCB,70,65,81,53,65,84,54,58,63,65,75,76,86,76,84
Sergio Ramos,34,184,82,89,24500000,Right,LCB,70,76,88,66,65,92,65,74,76,83,70,92,93,81,85
D. Alaba,28,180,78,84,27500000,Left,LCB,70,81,83,80,60,76,77,77,85,83,77,88,83,75,76
N. Aguirre,29,180,78,68,850000,Left,LCM,70,71,65,68,65,62,69,75,75,71,62,69,33,60,72
Salva Sevilla,36,178,71,74,1800000,Right,LCM,70,80,48,75,64,53,71,81,83,78,47,72,34,60,62
A. Weimann,28,178,76,71,2400000,Right,LCM,70,62,45,59,70,68,71,68,64,69,81,71,60,87,63
L. Faravelli,27,177,73,71,2700000,Left,LCM,70,69,70,71,69,59,72,65,67,71,85,69,83,81,72
R. McGree,21,178,72,71,3300000,Left,LCM,70,68,62,65,73,53,75,68,62,73,79,71,68,82,73
M. Klich,30,183,82,73,3700000,Right,LCM,70,73,57,67,69,48,70,72,66,75,68,71,64,90,72
D. Valdés,26,179,75,72,3800000,Right,LCM,70,72,53,67,67,64,74,70,67,75,78,70,68,75,75
Miguel Veloso,34,180,79,77,4300000,Left,LCM,70,82,66,82,61,67,73,83,81,82,47,69,68,65,71
M. Zajc,26,179,76,73,5000000,Right,LCM,70,74,52,69,68,60,72,72,72,74,71,70,65,59,58
Iniesta,36,171,68,81,5500000,Right,LCM,70,85,63,75,69,54,85,80,70,90,56,75,40,58,62
C. Hourihane,29,180,62,75,6500000,Left,LCM,70,76,66,74,68,57,65,74,78,74,64,75,76,88,67
Pita,35,185,84,70,575000,Right,LDM,70,72,68,73,68,59,67,81,70,70,29,73,52,63,73
B. Acosta,26,173,73,71,2700000,Right,LDM,70,67,66,56,62,63,64,49,73,68,87,72,72,84,78
Cristian Herrera,29,181,76,67,750000,Left,LM,70,64,47,61,70,63,69,69,66,64,70,64,66,79,84
A. Pellegrino,30,190,68,69,1000000,Right,LM,70,63,34,62,68,62,69,69,68,69,84,67,74,68,59
J. Cavallaro,26,171,68,70,2100000,Right,LM,70,69,35,66,65,47,72,79,69,70,73,68,29,67,70
S. Sinclair,31,178,70,72,2700000,Right,LM,70,64,41,63,70,60,72,72,62,72,85,72,33,79,68
J. Hoilett,30,173,70,72,2900000,Right,LM,70,67,34,71,67,55,73,68,65,73,85,70,70,55,61
J. Arango,29,185,81,72,3000000,Right,LM,70,71,30,73,68,41,80,80,81,73,80,59,50,60,74
Sebá,28,182,73,72,3100000,Left,LM,70,65,49,67,64,57,71,63,64,72,85,67,66,74,78
Rúben Ribeiro,32,175,67,73,3100000,Right,LM,70,70,54,69,64,63,83,82,73,80,69,71,67,63,60
E. Puch,33,169,72,75,4000000,Right,LM,70,66,43,66,71,35,77,58,50,76,82,71,72,80,64
O. Hernández,27,172,76,73,4200000,Right,LM,70,63,34,66,73,50,78,51,52,73,80,66,45,74,73
L. Provod,23,189,84,72,4600000,Left,LM,70,68,62,68,68,68,72,68,66,73,76,72,62,83,78
S. Al Dawsari,28,174,72,74,5500000,Right,LM,70,66,48,67,70,58,78,69,60,76,82,65,44,84,71
V. Fischer,26,180,80,74,6500000,Right,LM,70,70,35,70,69,48,75,69,66,76,82,68,58,75,65
A. Zeneli,25,176,72,74,7000000,Right,LM,70,69,35,73,68,50,83,78,67,77,83,69,31,68,55
Iván Alejo,25,184,76,74,7000000,Right,LM,70,73,43,77,73,47,78,70,68,75,80,69,68,61,63
J. Morris,25,183,84,75,8500000,Right,LM,70,67,37,60,69,69,73,45,53,71,91,69,82,82,83
Sergi Darder,26,180,71,77,10500000,Right,LM,70,77,66,68,63,52,77,75,68,79,37,75,52,68,67
D. Damjanović,38,187,81,67,275000,Right,LS,70,64,34,60,71,72,66,63,67,71,38,68,73,48,75
A. Bouhaddouz,33,188,88,68,575000,Right,LS,70,56,23,49,69,70,63,70,64,68,65,66,72,61,84
H. Vučkić,27,186,83,68,950000,Left,LS,70,65,61,59,70,64,68,62,66,67,65,64,71,82,80
S. Michel,29,179,79,69,1100000,Left,LS,70,62,27,63,70,53,69,66,59,69,75,72,73,76,68
Bruno Mendes,25,184,77,69,1300000,Right,LS,70,58,22,46,72,68,65,65,48,73,69,67,68,71,78
I. Mboyo,33,186,82,71,1400000,Right,LS,70,69,40,67,70,70,74,62,66,73,68,67,71,65,81
M. Salas,22,172,71,69,1600000,Left,LS,70,66,29,63,70,56,73,56,35,74,71,67,63,69,72
E. Torregrossa,28,184,87,71,2400000,Left,LS,70,55,28,44,74,70,64,55,54,69,71,71,87,76,83
F. Castillo,28,174,74,75,6500000,Right,LS,70,65,42,66,68,45,85,75,66,76,91,72,55,78,66
F. Sakala,23,178,72,68,1200000,Right,LW,70,57,29,59,66,65,72,53,49,67,85,58,90,71,64
Leandro,27,177,78,70,1900000,Right,LW,70,69,39,65,71,37,70,75,78,68,72,67,59,72,76
J. Karlsson,21,171,70,70,2800000,Right,LW,70,61,35,60,69,44,75,67,60,70,79,65,88,71,42
A. Gouiri,20,180,72,70,3500000,Right,LW,70,62,32,54,73,59,75,68,38,73,74,70,61,58,66
